city,timestamp,temperature,season
New York,2010-01-01,-2.279521561309908,winter
New York,2010-01-02,-0.5348492709671172,winter
New York,2010-01-03,5.871443985212899,winter
New York,2010-01-04,0.9058662506133854,winter
New York,2010-01-05,-4.9470807591481645,winter
New York,2010-01-06,6.860894836294779,winter
New York,2010-01-07,-5.357056051002731,winter
New York,2010-01-08,-4.01957844306888,winter
New York,2010-01-09,-0.07480803970557015,winter
New York,2010-01-10,-6.452392093826139,winter
New York,2010-01-11,-0.7789033056466212,winter
New York,2010-01-12,8.500462345762577,winter
New York,2010-01-13,0.1167870621454046,winter
New York,2010-01-14,5.405213282461505,winter
New York,2010-01-15,11.312013433479798,winter
New York,2010-01-16,1.482988794459087,winter
New York,2010-01-17,-7.265339009753201,winter
New York,2010-01-18,5.608762642875926,winter
New York,2010-01-19,0.10030171304383448,winter
New York,2010-01-20,-0.8716758693066718,winter
New York,2010-01-21,7.047628159331605,winter
New York,2010-01-22,-1.8454352740033542,winter
New York,2010-01-23,1.2946781684122461,winter
New York,2010-01-24,-4.588942265351077,winter
New York,2010-01-25,3.258162683453323,winter
New York,2010-01-26,-2.8128637631143913,winter
New York,2010-01-27,6.170945455239869,winter
New York,2010-01-28,1.7848263440591363,winter
New York,2010-01-29,-6.424075946407103,winter
New York,2010-01-30,-4.324739835835152,winter
New York,2010-01-31,-9.24922796346604,winter
New York,2010-02-01,2.115453750324029,winter
New York,2010-02-02,1.090415266669247,winter
New York,2010-02-03,0.8552950734189612,winter
New York,2010-02-04,-2.6521963317888977,winter
New York,2010-02-05,3.184823919375521,winter
New York,2010-02-06,-5.972639979731032,winter
New York,2010-02-07,8.045464486640286,winter
New York,2010-02-08,5.0092453472392755,winter
New York,2010-02-09,-12.631961570074857,winter
New York,2010-02-10,-4.88630422708091,winter
New York,2010-02-11,3.317220868453533,winter
New York,2010-02-12,5.665079396725106,winter
New York,2010-02-13,6.92898796622205,winter
New York,2010-02-14,4.306555697819395,winter
New York,2010-02-15,-2.1416671515939614,winter
New York,2010-02-16,-1.5624791102689481,winter
New York,2010-02-17,-4.446407963785318,winter
New York,2010-02-18,3.9200468135242312,winter
New York,2010-02-19,4.49277292774367,winter
New York,2010-02-20,-7.069561447547926,winter
